Respondent ID,Question,Option
5BKZgq6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
xXxYE75,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
44X9k15,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
D44qDKj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
abyRr2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
jaa9WjR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
KYYPDjD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
7RRpZBA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
eq5B1a0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
ob9Brx1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
BzEO911,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
68DbgLB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
QK12J2X,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
9qXQPxp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
EkdlLKl,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
9qZWMBE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
yP4xYDW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
kdGgx9d,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
kdNNWAR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
jalN119,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
vGPoA8v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
0QeNAN9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
GxR2RgZ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
kdEdBK6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
jaa9WjR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Google Gemini
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
QGL04p,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
DLlkll,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
d755eD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
pabexq,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
6akZlo,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
q0W2ZG,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
OOJrGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
bbK141,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
BMeBO1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
yV58kX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
j1V80J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
1q8jJO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
kMVkvd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
O6Vlp7,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
jO6Pl6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
114Kop,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
plDl9B,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
M959El,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
80Gdyo,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
4gGBVb,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
OWpMGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
dL82vz,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
pjMOa1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
jdpxK9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
Ja5vLY,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
OD1DqWa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
kdaeaar,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
dWqad9q,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
81oa8jP,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
b5Vj4B2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
2E8aDXM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
44XJ08O,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
OD14xya,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
VLEQWyj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
KYQ5jBX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
ob6eJa5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
xXxD2B5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
KYQVp2K,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
ob6GlvM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
xXxYE75,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
GxvzJoL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
KYYPDjD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
eq5B1a0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
9qXQPxp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
9qZWMBE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
kdEdBK6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Microsoft Copilot
rXexOX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
JyyOVR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
L88bNJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ROO4pQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
7QQZzR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
VrrMqJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
222OQj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
oJJvBx,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Akkgql,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
M004gp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Vrrrjj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
W444AN,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Jyy5XK,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
M00o4E,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
XjjKVe,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Vrgppg,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
GMWKBp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Zx0OG5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
XjX4Ag,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
QGL04p,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
qy6O25,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
zVlrRk,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
GMWQ7p,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ROEQ6l,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Jy5j77,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
W4x7pk,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ORWlvg,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
VrkVav,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
DLl0xp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
PoaGD5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
XjKvqe,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
d755eD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
baBY22,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
bPVY7E,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
aVNoYZ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
PV94zb,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
DgzKP5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
RE552l,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
DgNVNE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
rz6GDv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
zPzYrE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
PVE8K1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
q0W2ZG,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
OOJrGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
a7KD8v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
bbK141,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MoMVEp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MoMxlX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MoVKx0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
25QegM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
YN9JKd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
bbJgQE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
j1V80J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
kMVkvd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
11XjMO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
O6Vlp7,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
jO6Pl6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
2MaNR9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
b0jrX7,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
LQKWpJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
o4MybM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
VkZPLa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
o4AB1P,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
80dPlA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
XKGEyL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
R7LP14,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
xeZK5J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
4gLv4o,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
NeByeG,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
vQqkZv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
OWpMGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
QgKXKp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
pjJvGE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
zpgre1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
BOgxL5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
xkoazv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
4Wqx6B,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Z4gNY0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Jag0Go,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
abyRr2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
EjGa6N,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
OD1DqWa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
A7P7glo,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44X4WPB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
yPZM784,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MeKDKGY,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
aQNexBb,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ebdeLQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
RGKMGjP,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Zj5EjrB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
LZ17Daj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
b5VjZJ6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
yPZ2M5W,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
zxXyN2Z,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
dWqad9q,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
68JjNMA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
yPZ2YBp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
aQN5YRv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
EkzdQpN,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
WO9EAVL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
gDjd4jJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44XJjbk,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
LZ17Yvp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MeKNJOg,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44XJNrX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
b5Vj4B2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44XJ1PO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
LZ1752J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
RGKMrx4,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
2E8aVND,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Ekzdg0B,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
yPZ2RYB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
q4ZDMyd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
eqZQjNq,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
pbxyX9E,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
vGjeV70,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
5BKjYzb,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
OD14xya,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
KYQ5jBX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ob6eJa5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
VLEQklJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
eqZrg9l,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
jaDoNVa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Bz4xB7R,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Xxl4zJO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
xXxYE75,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44X9k15,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
D44qDKj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
KYYpg1D,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
abyRr2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Npp7aaW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
PddA9zx,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
eq5B1a0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Gxe1WBO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ob9Brx1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
dWbLG6V,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
68DbgLB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
5BblWev,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
EkdlLKl,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
9qZWMBE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
yP4xYDW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
kdNNWAR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
ob2GOaN,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
jalN119,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
rjozjVL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
0QeNAN9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
RGPGjAQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
MeRe2GX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
kdEdBK6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
jaa9WjR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
44rQXQA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Claude
XjX4Ag,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
babDbZ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
897725,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
DLl0xp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
1jZYdW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
rzZ6Z5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
kMVkvd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
LQKWpJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
QgKXKp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
EjGa6N,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
b5V5YVZ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
MeKDKGY,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
vGjrN9v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
OD14xya,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
VLEQWyj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
eq5B1a0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
Gxe1WBO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
Vrglva,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
BzEO911,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
rjozjVL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
kdEdBK6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Perplexity AI
ROO4pQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
7QQZzR,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
VrrMqJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
222OQj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
aWWqQW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
W444AN,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
XjjKVe,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
GMMNye,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
gB2DvO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
04XdYj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
zVlrRk,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ORvjYM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ROEQ6l,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
897725,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ebdeLQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
d755eD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
baBY22,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
20Nqpp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
DgNVNE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
rz6GDv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
q0W2ZG,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
87Poyr,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OOJrGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
a7KD8v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
MoVKx0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
9b4py1,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OONXOA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
j1V80J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
kMVkvd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
KqzG4D,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
2MaNR9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
114Kop,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
o4MybM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
rxlAdv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
o4AB1P,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
80dPlA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
xeZK5J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
M959El,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
80yKvP,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OWpMGM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
QgKXKp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
dL82vz,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
xkoazv,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
4Wqx6B,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
jdpxK9,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
abyRr2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
gDjDWLO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OD1DqWa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
A7P7glo,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
yPZXXMB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
eqZMdql,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
vGjrN9v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OD141M7,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
rjyajqL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
Zj5EjrB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
yPZ2M5W,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
9qG99XE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
dWqad9q,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
RGKM02p,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
WO9EAVL,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
gDjd4jJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
44XJNrX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
dWqaR0o,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
