Submission ID,Respondent ID,Submitted at,Category,Question,Response
kd5MVXo,zVlrRk,2025-07-31 20:33:25,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Blockchain/Web3 Development
kd5MVXo,zVlrRk,2025-07-31 20:33:25,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local startup accelerators/incubators with proven track records
kd5MVXo,zVlrRk,2025-07-31 20:33:25,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
kd5MVXo,zVlrRk,2025-07-31 20:33:25,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local success stories to inspire and attract talent
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Healthtech,Healthcare Technology
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Other
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Google Gemini
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (GitHub Copilot,for code generation
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (Grammarly,AI-powered writing assistant
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),GitHub repositories/Open Source projects
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Books,physical or e-books
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Other
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Python Ghana
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply) (GDG (Google Developer Groups) Ghana chapters","e.g., GDG Accra, GDG Kumasi"
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Technical Writing
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3) (Leadership/Team Management,specifically in tech teams
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger mentorship culture and structured mentorship programs
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
yPxWPJB,ORvjYM,2025-07-31 20:53:17,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger community/peer learning and knowledge sharing initiatives
q4O2LKG,baPNQo,2025-07-31 21:10:49,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Agritech,Agriculture Technology
q4O2LKG,baPNQo,2025-07-31 21:10:49,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Government/Digital Public Infrastructure,"GovTech, e-governance"
q4O2LKG,baPNQo,2025-07-31 21:10:49,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Hardware/IoT,Internet of Things
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Microsoft 365,"Word, Excel, OneDrive"
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Notion
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
q4O2LKG,baPNQo,2025-07-31 21:10:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Google Gemini
q4O2LKG,baPNQo,2025-07-31 21:10:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
q4O2LKG,baPNQo,2025-07-31 21:10:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Twitter/X
q4O2LKG,baPNQo,2025-07-31 21:10:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Podcasts
q4O2LKG,baPNQo,2025-07-31 21:10:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
q4O2LKG,baPNQo,2025-07-31 21:10:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Books,physical or e-books
q4O2LKG,baPNQo,2025-07-31 21:10:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Transport allowance/reimbursement
q4O2LKG,baPNQo,2025-07-31 21:10:49,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Dsgnjunkies
q4O2LKG,baPNQo,2025-07-31 21:10:49,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Friends of Figma Accra
q4O2LKG,baPNQo,2025-07-31 21:10:49,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Investment/Fundraising Expertise
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local startup accelerators/incubators with proven track records
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Affordable and reliable tech infrastructure,"internet, power, co-working spaces"
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger community/peer learning and knowledge sharing initiatives
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Enhanced STEM education from foundational levels
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Greater focus on research and development,R&D
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local success stories to inspire and attract talent
q4O2LKG,baPNQo,2025-07-31 21:10:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Reduced brain drain,talent leaving Ghana
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Healthtech,Healthcare Technology
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Jira
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Claude
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Coursera
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Books,physical or e-books
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Other
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply) (GDG (Google Developer Groups) Ghana chapters","e.g., GDG Accra, GDG Kumasi"
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Data Science/Machine Learning Engineering
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3) (Design/User Experience,UX) Research & UI Design
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More and better-paying job opportunities locally
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local startup accelerators/incubators with proven track records
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
aQ082xb,GMWQ7p,2025-07-31 21:44:13,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Affordable and reliable tech infrastructure,"internet, power, co-working spaces"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Fintech,"Financial Technology: Payments, Lending, Insurtech, Wealth Management"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply),E-commerce/Retail Tech
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (SaaS / B2B Solutions,Software as a Service for businesses
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Microsoft Teams
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Google Gemini
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Lovable
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),v0 by Vercel
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Coursera
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Udemy
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Twitter/X
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),GitHub repositories/Open Source projects
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Mentorship programs
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Internet/data stipend or reimbursement
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Paid time off,"Vacation, Sick Leave"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Performance bonuses
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",UX Ghana
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Code & Cocktails
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Technical Writing
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Blockchain/Web3 Development
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),AI Ethics & Governance
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger mentorship culture and structured mentorship programs
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Affordable and reliable tech infrastructure,"internet, power, co-working spaces"
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
BzZP7VA,qy6vNg,2025-07-31 21:56:48,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Enhanced STEM education from foundational levels
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Healthtech,Healthcare Technology
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Bolt
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Coursera
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Udemy
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),LinkedIn Learning
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Local bootcamps,"e.g., DIV, Codetrain, MEST,ALX"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Mentorship programs
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Udacity
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Health insurance
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Laptop/work equipment provided
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Paid time off,"Vacation, Sick Leave"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Pension contributions,"e.g., Tier 2/3"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Transport allowance/reimbursement
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Other
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Technical Writing
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3) (Legal/Compliance,"for tech startups, data privacy"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Blockchain/Web3 Development
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger mentorship culture and structured mentorship programs
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More and better-paying job opportunities locally
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
BzZPLdK,W4yBGj,2025-07-31 23:14:10,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local success stories to inspire and attract talent
obora1M,M0o7q8,2025-08-01 07:09:27,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Fintech,"Financial Technology: Payments, Lending, Insurtech, Wealth Management"
obora1M,M0o7q8,2025-08-01 07:09:27,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (SaaS / B2B Solutions,Software as a Service for businesses
obora1M,M0o7q8,2025-08-01 07:09:27,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Microsoft Teams
obora1M,M0o7q8,2025-08-01 07:09:27,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
obora1M,M0o7q8,2025-08-01 07:09:27,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Microsoft 365,"Word, Excel, OneDrive"
obora1M,M0o7q8,2025-08-01 07:09:27,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
obora1M,M0o7q8,2025-08-01 07:09:27,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Other
obora1M,M0o7q8,2025-08-01 07:09:27,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
obora1M,M0o7q8,2025-08-01 07:09:27,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Udemy
obora1M,M0o7q8,2025-08-01 07:09:27,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),GitHub repositories/Open Source projects
obora1M,M0o7q8,2025-08-01 07:09:27,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Official documentation,"e.g., MDN, language docs"
obora1M,M0o7q8,2025-08-01 07:09:27,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Health insurance
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Internet/data stipend or reimbursement
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Laptop/work equipment provided
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Learning & development budget/opportunities
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Paid time off,"Vacation, Sick Leave"
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Performance bonuses
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Transport allowance/reimbursement
obora1M,M0o7q8,2025-08-01 07:09:27,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Meal allowance/subsidies
obora1M,M0o7q8,2025-08-01 07:09:27,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Code & Cocktails
obora1M,M0o7q8,2025-08-01 07:09:27,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Blockchain/Web3 Development
obora1M,M0o7q8,2025-08-01 07:09:27,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Deep Tech Research & Development
obora1M,M0o7q8,2025-08-01 07:09:27,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Telecommunications Policy & Regulation
obora1M,M0o7q8,2025-08-01 07:09:27,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger mentorship culture and structured mentorship programs
obora1M,M0o7q8,2025-08-01 07:09:27,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
obora1M,M0o7q8,2025-08-01 07:09:27,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Greater focus on research and development,R&D
obora1M,M0o7q8,2025-08-01 07:09:27,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local success stories to inspire and attract talent
1AMZjYL,babDbZ,2025-08-01 08:10:14,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Government/Digital Public Infrastructure,"GovTech, e-governance"
1AMZjYL,babDbZ,2025-08-01 08:10:14,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (AI/ML/Big Data,"Artificial Intelligence, Machine Learning, Data Analytics"
1AMZjYL,babDbZ,2025-08-01 08:10:14,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Legaltech/Tech Law,Technology for legal services
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Microsoft Teams
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Microsoft 365,"Word, Excel, OneDrive"
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Notion
1AMZjYL,babDbZ,2025-08-01 08:10:14,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
